case-name,cpu,duration,frame,git-branch,git-commit,git-datetime,git-timestamp,machine,nodename,test-name,test-size,uuid
04_source_LMH,1,2.641741418,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,4016,afbde7eca6594a23a302c4f75e2102e4
03_unsteady_LMH,1,14.676752134,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,942,adda5eac0a934d54b0139df549592968
02_unsteady,1,3.211360413,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,942,e1866f2dd5f847b7b9df256cfc6dba7b
01_source,1,2.083493378,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,4016,ee103785c67a4418807a256b2253d161
06_unsteady_MH_exact,1,5.862579461,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,942,30ca0eaf0d9541a1888c42acb3b7ab93
05_seepage,1,2.258356686,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,1054,7f68a4223c444d14b2c1580dc9dde282
01_dirichlet,1,0.92964798,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,e6d2bc99a60c4bec95c86adaddc45342
09_seepage_stagnation,1,1.665286125,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,1054,957271f1473d48b3b3e1fbde36880544
04_total_flux,1,0.91735571,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,da68643b486e4778aad1302b79c15119
07_river_slope,1,1.149989924,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,1350,c53d1aac0b8746d289411ae80505b795
02_neumann,1,0.835279443,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,cb061cd4ec0741f6909cf0bf236630fb
06_river_square,1,1.179286773,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,1054,2097928e89384ca596ba3eccfd9f023d
03_robin,1,0.930051438,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,c2aaecd829194c87b1112104d2162815
10_dirichlet_LMH,1,1.046512741,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,0590ed5971a745a2804435902e7bcf81
04_bddc,1,1.220922374,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,831,65b7eb7a361f4405b24879a1024f2d18
03_piezo,1,1.143413109,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,831,8a862385314343c4845052af8e46a17a
06_cube,1,0.769633983,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,393,dbeabec4cfeb4c8dace7290dc3d5b080
01_gmsh,1,1.010784178,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,831,51d219f3e9a94ecea60f94af4f531678
02_vtk,1,1.00504277,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,831,15e683962e4944d1b6e8b11a4bf03609
05_square,1,0.566840682,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,44,f6a5ab0e77e049448f13c8d54cf80f01
31_surf_cube_23d_p0,1,67.508525232,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,51118,68e494e6c7284257a4cd41ba713781ed
30_surf_cube_cc,1,1.193731217,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,1406,c3624f86e72742e2af5cc05e0520c5bf
10_exact_2d_cc,1,0.782165905,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,1052,2b2a2969e412439a9129647758051a8f
02_unsteady_MH_time_dep,1,0.90101847,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,13_darcy_time,20,65f8864cc6d145a39181ec9bd8e1f983
01_square,1,1.518370157,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,13_darcy_time,942,bf3ed25bf78f4f17beef60e4d2ae23f5
03_1d_horizontal,1,13.509332728,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,200,646e64183f474970b814c6d4287d9b62
04_2d_horizontal,1,11.098120198,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,356,cd4cc4b4387b4a9e819b1674fecac6c7
02_1d_dirichlet,1,11.17315663,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,250,2e13620ef70342f797860360b8cfde93
01_1d,1,11.321671197,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,250,70e8bbcbbbb84eda876ea236c0479d11
03_bc,1,1.336674612,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,20_solute_fv,800,f1fc3e3222f740d58761e45f8f8841ca
02_sources,1,5.302895232,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,20_solute_fv,2148,34899cede78d4560ab6a83e22fb87f0d
01_sources_small,1,0.634081423,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,20_solute_fv,40,31c6e531700f4d479dcf12255f62e988
02_fv_dp_sorp_vtk,1,3.210113132,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,724,e5b2302cdb9c4005a7db9c3b42349ef8
04_y_branch,1,1.811000213,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,198,7adb1cc003a64d579162756adab42b8c
03_fv_dp_sorp_small,1,0.946195593,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,124,c78c494154dd4a9e806246170817c447
01_fv_dp_sorp_gmsh,1,2.891731063,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,724,6c5df0baa2354e869fe528f901788408
04_unsteady_flow,1,61.758711791,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,968,466deca387dd4ebbafa9222e816abb85
02_bc,1,1.44862577,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,1080,ed9f3eadacb843f28e4fa88a9c939410
03_bc_short_pulse,1,0.807203099,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,250,5795e0e52ddd4860b69ebc3e8094dcbf
01_fv_dp_sorp_small,1,1.180339577,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,124,1a23a93972d2471a9e9331bf4ce08623
01_sources,1,10.167053034,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,24_solute_dg,2148,f73d435e982148d2b384f8285cc22658
02_aniso_diff,1,5.216297818,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,24_solute_dg,942,dd0d36c9510c474aa343a78146254b52
04_diff_flux,1,2.882348851,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,1f3c8697e1b04b74aee724ab38009c61
01_inflow,1,2.761256838,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,5e19283c6c8a46038c55deba1d36fe1b
03_total_flux,1,2.793755078,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,acd544bc5f1443d980055dd2289ad0e6
02_dirichlet,1,2.794318797,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,1943df93b6da4040841a2a91d31a8285
03_dg_dp_sorp_small,1,1.746794774,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,124,ae9f7455c43e42708ab7c524ea468270
02_dg_dp,1,4.140225425,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,724,68a6c0ee59f748b984b92b768cc6aa6e
04_y_branch,1,1.983142478,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,198,29421f3d38e94fc7a063768c62f33736
01_vtk,1,2.700516058,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,724,361ac0ec8051412db38ac78db4ffb11e
05_diffusion_fracture,1,0.94712773,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,67,15ce72a86c7d4659811409ae3bea76b3
05_unsteady_flow,1,16.363904529,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,800,3559fa3f1b764f1eac147c129499c9fa
01_frac_gmsh,1,4.326303059,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,724,1f41eb53197f4dff8c8b5f3ff9e312ad
04_bc_short_pulse,1,3.393828373,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,1312,a1e3578020a04ca09e991d696603f2be
03_bc,1,3.772988202,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,1080,24a148901cca4d3b8c2b4606a6d63614
02_dg_dp_sorp_small,1,2.249284733,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,124,7f63af5f64334f2682e899aaf03dd817
06_sources,1,11.48026879,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,2148,2fc48c31d8254f6e9324d954f958f0a8
09_linear_var,1,10.636011533,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,d38a6cec1c5c471ab9f7824cf7e7bf04
03_flow_trans_sorp,1,6.350640027,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,268c8d8837a24a14ba5e65b7a1b90ac4
06_linear,1,5.0416847,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,fc00dec91e384ea38e5c62a85f2bcdba
01_simple,1,0.601833557,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,11,0a0e0bb26e3a4b338b8d7c35a1d8ce86
04_langmuir,1,4.9630934,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,bb3c2c96dd0a4298b4c47d1fac3aa13d
10_linear_dg,1,9.352738144,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,9576155e9c3742289038ad1d565825d7
02_source,1,0.674106445,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,11,49573a753ceb4320b4903187dc581479
08_freundlich_var,1,16.363027605,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,c1fcffbc2f62493294408a9e6a8a90f5
07_langmuir_var,1,11.30646497,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,d158a47f17d747a0afb806297eb29807
05_freundlich,1,5.053270886,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,de4f7726ede84fd7a7b28f630b3f8e99
02_time,1,0.701519088,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,c1b96f84f08a4544b024b4858ccbeb4a
01,1,0.677576485,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,c47b9dcd66a241efbcadc075aa55d9c7
06_cfl,1,0.590231847,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,f02b309c95ad42bc9a633a4b327a02a1
04_sorp,1,0.701739486,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,ac3a4270cb2d4fc3ab715feb821fc185
05_sorp_reaction,1,0.652871583,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,469e7654023f49d8b178ca602fd0c511
03_reaction,1,0.605562993,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,7189c16364fa4dfebb4f27b1b007cba6
01_3el,1,0.912658733,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,32_decay,3,bad497f5c6c149918cef9384c512f943
03_3el_molar_mass,1,0.728802434,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,32_decay,3,c9c99014645e4381901d377495400ad6
02_3el_cfl,1,0.604909111,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,32_decay,3,0075ea5af14a4d36bf07de59f1e57ffb
04_3el_chain,1,0.832940363,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,32_decay,3,93b780e3272740798f249b1fc8fe06bf
03_3el_cfl,1,0.618153046,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,33_reaction,3,e35a8547380a481f9ff392594b333b7f
02_3el_6subst,1,0.866648847,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,33_reaction,3,2f20ce4f61624cb5aed58fe134aff202
01_3el_long,1,0.933783087,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,33_reaction,3,f2386f53be0e4f729f03ade47257a4e3
02_fast_frac_flow_slow_diff,1,8.188824465,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,34_sorption_dg,390,77e3d0d8b957491c9baa2415d44d26b0
01_frac,1,4.033578162,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,34_sorption_dg,724,8e2da2a80b524a648aa36a9ee40020ca
01_flow_heat,1,4.516366669,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,40_heat,1271,b6b6b9bb34a544489ff4df8078d607e2
03_dif_por,1,7.10119651,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,40_heat,1054,dd21c0847b9c43f4b20bbc8ee86915b0
02_flow_transport_heat,1,3.969287678,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,40_heat,1271,fd2c1d8bf4564311b0916cfa50538368
04_dif_por_2d,1,16.425302878,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,40_heat,2718,c7a041ab05b1488b8940df1ed4c5f247
